Actual	Predicted	Top1_Prob	Top1_Class	Top2_Prob	Top2_Class	Top3_Prob	Top3_Class
plane	plane	0.9906	plane	0.0046	ship	0.0029	cat
deer	plane	0.8655	plane	0.0590	bird	0.0408	deer
truck	truck	0.5466	truck	0.2072	dog	0.1140	horse
truck	cat	0.3004	cat	0.2454	truck	0.2418	deer
plane	plane	0.6535	plane	0.3047	bird	0.0245	ship
dog	deer	0.9258	deer	0.0374	dog	0.0232	cat
bird	bird	0.7166	bird	0.2505	cat	0.0144	horse
cat	cat	0.9262	cat	0.0385	deer	0.0111	frog
frog	bird	0.9619	bird	0.0168	cat	0.0128	frog
car	car	0.8730	car	0.0825	ship	0.0296	plane
car	ship	0.5244	ship	0.1733	plane	0.1346	cat
plane	ship	0.5398	ship	0.3781	plane	0.0309	deer
bird	bird	0.9271	bird	0.0449	cat	0.0153	plane
ship	cat	0.4400	cat	0.3914	ship	0.0690	dog
bird	deer	0.6329	deer	0.2494	bird	0.0690	cat
car	ship	0.7388	ship	0.2074	car	0.0404	plane
car	deer	0.5862	deer	0.2741	ship	0.0781	plane
horse	cat	0.8011	cat	0.0832	bird	0.0438	dog
dog	dog	0.9979	dog	0.0011	bird	0.0005	horse
bird	bird	0.9996	bird	0.0004	plane	0.0000	cat
cat	cat	0.6666	cat	0.2593	dog	0.0298	bird
deer	deer	0.6068	deer	0.2021	cat	0.0928	frog
car	cat	0.9240	cat	0.0262	deer	0.0225	dog
bird	deer	0.7533	deer	0.1926	cat	0.0154	horse
truck	deer	0.4544	deer	0.3291	cat	0.0866	frog
bird	deer	0.9554	deer	0.0143	bird	0.0108	frog
car	truck	0.3438	truck	0.2797	horse	0.1225	bird
cat	cat	0.9662	cat	0.0241	plane	0.0059	dog
deer	cat	0.8222	cat	0.1026	deer	0.0228	dog
ship	ship	0.9306	ship	0.0321	deer	0.0119	cat
truck	ship	0.4534	ship	0.2211	truck	0.1672	cat
plane	ship	0.9585	ship	0.0169	plane	0.0099	deer
plane	plane	0.7939	plane	0.1608	ship	0.0365	cat
deer	deer	0.8277	deer	0.1005	bird	0.0281	plane
truck	deer	0.6303	deer	0.1823	frog	0.1389	ship
plane	plane	0.6987	plane	0.0977	frog	0.0687	deer
bird	bird	0.9961	bird	0.0026	cat	0.0012	plane
bird	cat	0.5585	cat	0.3868	deer	0.0287	bird
plane	deer	0.9279	deer	0.0493	cat	0.0125	plane
frog	frog	0.9932	frog	0.0050	bird	0.0008	deer
ship	ship	0.9110	ship	0.0582	cat	0.0144	deer
horse	horse	0.7244	horse	0.2309	deer	0.0159	cat
cat	cat	0.6785	cat	0.1402	deer	0.0867	frog
cat	cat	0.9949	cat	0.0036	dog	0.0005	bird
ship	ship	0.6030	ship	0.1300	plane	0.1257	deer
truck	truck	0.6467	truck	0.2407	cat	0.0637	deer
plane	plane	0.9066	plane	0.0511	deer	0.0351	ship
bird	cat	0.7401	cat	0.1364	bird	0.0996	dog
dog	cat	0.6776	cat	0.2374	bird	0.0401	dog
cat	cat	0.7707	cat	0.1381	ship	0.0466	bird
frog	deer	0.5620	deer	0.2442	cat	0.1605	frog
car	car	0.9953	car	0.0028	deer	0.0009	plane
cat	cat	0.9911	cat	0.0042	dog	0.0034	deer
truck	deer	0.5558	deer	0.3074	ship	0.0884	cat
dog	cat	0.5690	cat	0.3823	dog	0.0422	deer
plane	ship	0.7745	ship	0.1789	deer	0.0225	cat
dog	cat	0.5853	cat	0.1976	bird	0.1118	dog
deer	deer	0.8531	deer	0.1196	cat	0.0098	ship
deer	deer	0.9948	deer	0.0030	cat	0.0008	plane
plane	plane	0.5712	plane	0.1875	ship	0.1673	deer
car	car	0.5635	car	0.2377	plane	0.0662	truck
car	cat	0.7969	cat	0.1142	dog	0.0580	bird
frog	cat	0.8299	cat	0.0837	bird	0.0447	dog
car	frog	0.4206	frog	0.3496	ship	0.0688	plane
horse	horse	0.6422	horse	0.2249	cat	0.0755	dog
truck	deer	0.6890	deer	0.1131	cat	0.0847	ship
truck	truck	0.4515	truck	0.3081	cat	0.1126	ship
frog	frog	0.9898	frog	0.0098	bird	0.0001	deer
bird	bird	0.9991	bird	0.0007	plane	0.0001	frog
deer	deer	0.9526	deer	0.0315	horse	0.0059	bird
cat	cat	0.5326	cat	0.4397	deer	0.0081	dog
ship	ship	0.3840	ship	0.3270	deer	0.1311	horse
cat	cat	0.9022	cat	0.0936	frog	0.0037	dog
deer	deer	0.9645	deer	0.0290	cat	0.0031	dog
horse	horse	0.9998	horse	0.0002	dog	0.0000	deer
plane	deer	0.6935	deer	0.1865	plane	0.0438	frog
bird	cat	0.4181	cat	0.3552	deer	0.1114	ship
ship	ship	0.8304	ship	0.0694	frog	0.0632	cat
deer	cat	0.4933	cat	0.3279	deer	0.0923	plane
ship	ship	0.3436	ship	0.2839	deer	0.2322	frog
cat	cat	0.7849	cat	0.1044	horse	0.0825	dog
ship	plane	0.4453	plane	0.2465	ship	0.1456	cat
ship	cat	0.6486	cat	0.1208	frog	0.0875	ship
ship	ship	0.9972	ship	0.0014	plane	0.0008	deer
cat	frog	0.4486	frog	0.3278	cat	0.0805	plane
cat	cat	0.9881	cat	0.0099	dog	0.0008	bird
dog	cat	0.4981	cat	0.2784	dog	0.1797	deer
horse	bird	0.3749	bird	0.2817	horse	0.2476	plane
horse	cat	0.7302	cat	0.1155	dog	0.1070	ship
plane	plane	0.5669	plane	0.1940	deer	0.1339	cat
deer	cat	0.4836	cat	0.1790	ship	0.1774	plane
car	deer	0.5505	deer	0.2108	ship	0.1859	plane
dog	dog	0.9655	dog	0.0309	cat	0.0022	deer
truck	cat	0.4047	cat	0.3197	ship	0.0680	plane
horse	horse	0.9001	horse	0.0613	cat	0.0158	deer
plane	plane	0.7110	plane	0.1883	frog	0.0879	bird
frog	frog	0.6630	frog	0.3307	cat	0.0029	dog
ship	ship	0.9290	ship	0.0265	plane	0.0235	cat
deer	deer	0.6489	deer	0.3493	cat	0.0011	bird
truck	cat	0.6302	cat	0.1073	dog	0.0821	truck
plane	plane	0.9921	plane	0.0067	cat	0.0005	deer
car	cat	0.2903	cat	0.2697	ship	0.2657	deer
ship	ship	0.9662	ship	0.0251	deer	0.0075	plane
truck	truck	0.9996	truck	0.0001	horse	0.0001	ship
frog	deer	0.7623	deer	0.1132	ship	0.0644	cat
cat	cat	0.7947	cat	0.1733	deer	0.0132	plane
truck	frog	0.8601	frog	0.1051	ship	0.0181	deer
bird	bird	0.8740	bird	0.1105	deer	0.0074	cat
deer	deer	0.9988	deer	0.0005	cat	0.0003	bird
deer	deer	0.8051	deer	0.1392	cat	0.0167	bird
plane	plane	0.4590	plane	0.3499	cat	0.0839	bird
cat	deer	0.6228	deer	0.3645	cat	0.0098	dog
cat	cat	0.9577	cat	0.0312	dog	0.0052	frog
dog	deer	0.9671	deer	0.0229	horse	0.0055	cat
deer	deer	0.5700	deer	0.3337	cat	0.0432	frog
dog	frog	0.3394	frog	0.2696	cat	0.2141	plane
car	car	0.9181	car	0.0368	deer	0.0176	bird
car	car	0.9395	car	0.0352	truck	0.0164	ship
ship	cat	0.6292	cat	0.1490	bird	0.1048	deer
bird	bird	0.4219	bird	0.1967	frog	0.1708	cat
bird	bird	0.9878	bird	0.0043	plane	0.0028	frog
truck	deer	0.7661	deer	0.0998	cat	0.0872	ship
cat	frog	0.2859	frog	0.2745	cat	0.2536	bird
horse	bird	0.8173	bird	0.0831	horse	0.0711	cat
ship	ship	0.8163	ship	0.1438	deer	0.0275	cat
truck	cat	0.7443	cat	0.1645	dog	0.0673	deer
bird	deer	0.2384	deer	0.1882	plane	0.1502	cat
cat	cat	0.9869	cat	0.0065	bird	0.0040	deer
car	car	0.9022	car	0.0815	truck	0.0071	cat
horse	horse	0.6819	horse	0.2411	dog	0.0552	cat
cat	deer	0.9638	deer	0.0349	cat	0.0008	bird
bird	bird	0.3784	bird	0.3654	plane	0.0889	cat
cat	deer	0.8081	deer	0.1538	cat	0.0153	plane
plane	bird	0.7260	bird	0.1597	plane	0.0705	cat
car	ship	0.7212	ship	0.1787	deer	0.0499	car
truck	cat	0.5960	cat	0.2681	plane	0.0877	deer
dog	cat	0.7594	cat	0.1951	deer	0.0348	dog
dog	cat	0.9501	cat	0.0185	dog	0.0149	frog
cat	cat	0.5180	cat	0.4504	deer	0.0109	dog
deer	deer	0.9856	deer	0.0088	bird	0.0027	cat
dog	dog	0.6814	dog	0.1581	horse	0.1431	deer
bird	deer	0.6978	deer	0.2641	ship	0.0129	cat
plane	plane	0.9899	plane	0.0040	ship	0.0028	horse
plane	plane	0.9113	plane	0.0339	cat	0.0226	bird
cat	horse	0.5053	horse	0.2264	deer	0.1548	dog
car	plane	0.6361	plane	0.1252	frog	0.1166	deer
cat	cat	0.7899	cat	0.1209	dog	0.0293	deer
deer	deer	0.7306	deer	0.1295	frog	0.0743	bird
horse	dog	0.3569	dog	0.3104	cat	0.2698	bird
deer	deer	0.9951	deer	0.0039	cat	0.0008	bird
bird	deer	0.9550	deer	0.0214	bird	0.0134	cat
ship	ship	0.9875	ship	0.0093	deer	0.0016	plane
deer	cat	0.6352	cat	0.1694	deer	0.0619	plane
ship	deer	0.7999	deer	0.0748	ship	0.0663	cat
truck	ship	0.9317	ship	0.0290	truck	0.0221	deer
truck	truck	0.3713	truck	0.2447	cat	0.1728	deer
deer	deer	0.6682	deer	0.2802	cat	0.0225	frog
bird	bird	0.4089	bird	0.2948	cat	0.2548	deer
deer	deer	0.8458	deer	0.0841	bird	0.0498	horse
cat	bird	0.5581	bird	0.2707	cat	0.1616	deer
frog	frog	0.8103	frog	0.0841	deer	0.0713	bird
deer	deer	0.9870	deer	0.0074	cat	0.0019	bird
frog	cat	0.8281	cat	0.1147	frog	0.0319	deer
deer	deer	0.9841	deer	0.0115	cat	0.0017	ship
frog	cat	0.4595	cat	0.3253	frog	0.2012	bird
frog	cat	0.4478	cat	0.3662	deer	0.0782	frog
cat	bird	0.3534	bird	0.3517	dog	0.2512	horse
ship	ship	0.5203	ship	0.1761	plane	0.1695	deer
horse	horse	0.9128	horse	0.0363	cat	0.0131	deer
deer	deer	0.9970	deer	0.0016	horse	0.0004	ship
ship	ship	0.5121	ship	0.2305	bird	0.1217	plane
plane	plane	0.5749	plane	0.1932	cat	0.0973	deer
dog	dog	0.9962	dog	0.0024	bird	0.0004	frog
truck	plane	0.3769	plane	0.1862	deer	0.1606	frog
cat	cat	0.4077	cat	0.2364	ship	0.1965	deer
truck	cat	0.5417	cat	0.3988	bird	0.0276	frog
plane	plane	0.6066	plane	0.3924	bird	0.0004	deer
horse	deer	0.9029	deer	0.0528	horse	0.0256	cat
dog	dog	0.5554	dog	0.2671	cat	0.1546	deer
car	cat	0.6957	cat	0.0914	ship	0.0588	deer
truck	ship	0.5337	ship	0.3904	deer	0.0352	cat
horse	deer	0.6700	deer	0.1709	cat	0.0767	dog
truck	ship	0.7935	ship	0.0861	cat	0.0647	frog
car	frog	0.9195	frog	0.0398	ship	0.0162	deer
ship	deer	0.4161	deer	0.2676	ship	0.2495	plane
deer	deer	0.9936	deer	0.0057	cat	0.0006	dog
bird	bird	0.9550	bird	0.0152	frog	0.0097	cat
car	car	0.9992	car	0.0004	cat	0.0001	bird
frog	deer	0.7168	deer	0.1164	ship	0.0605	frog
deer	cat	0.7055	cat	0.1510	ship	0.0872	deer
cat	deer	0.9373	deer	0.0322	bird	0.0134	ship
plane	plane	0.5081	plane	0.3822	ship	0.0850	bird
car	car	0.6926	car	0.2770	cat	0.0216	truck
deer	deer	0.7591	deer	0.2398	cat	0.0009	dog
ship	ship	0.9302	ship	0.0543	deer	0.0070	plane
frog	cat	0.4362	cat	0.2346	bird	0.1808	plane
car	deer	0.7457	deer	0.1974	ship	0.0233	bird
horse	bird	0.8770	bird	0.0626	ship	0.0198	deer
car	ship	0.9318	ship	0.0362	cat	0.0143	plane
cat	dog	0.6330	dog	0.3192	cat	0.0405	deer
dog	deer	0.7163	deer	0.1593	bird	0.1055	cat
deer	deer	0.9915	deer	0.0060	horse	0.0013	cat
cat	cat	0.8018	cat	0.1174	deer	0.0530	dog
cat	frog	0.5873	frog	0.3196	cat	0.0550	dog
truck	ship	0.5646	ship	0.2709	plane	0.1552	truck
horse	cat	0.3922	cat	0.2566	dog	0.2185	deer
ship	ship	0.7338	ship	0.1083	cat	0.1037	plane
bird	deer	0.5132	deer	0.3455	cat	0.0666	plane
dog	dog	0.4947	dog	0.2798	bird	0.1432	cat
dog	dog	0.5537	dog	0.3254	cat	0.0770	deer
deer	deer	0.9601	deer	0.0328	cat	0.0036	bird
dog	deer	0.4806	deer	0.3000	cat	0.0836	bird
deer	cat	0.6595	cat	0.2985	deer	0.0121	bird
dog	horse	0.5858	horse	0.2011	bird	0.1066	dog
horse	frog	0.5536	frog	0.2379	deer	0.0693	cat
bird	frog	0.9192	frog	0.0387	bird	0.0187	deer
dog	cat	0.5340	cat	0.3237	dog	0.1341	bird
dog	cat	0.6391	cat	0.1272	deer	0.0910	dog
car	car	0.9525	car	0.0228	cat	0.0136	deer
horse	dog	0.9933	dog	0.0040	cat	0.0021	horse
horse	bird	0.4060	bird	0.2249	cat	0.1335	deer
ship	ship	0.9807	ship	0.0099	frog	0.0028	bird
cat	cat	0.6152	cat	0.2432	dog	0.1119	frog
frog	deer	0.8528	deer	0.1182	frog	0.0244	cat
plane	plane	0.2861	plane	0.2581	deer	0.1392	bird
bird	bird	0.9727	bird	0.0238	frog	0.0012	plane
dog	dog	0.2916	dog	0.2419	deer	0.1856	horse
bird	frog	0.3950	frog	0.2284	plane	0.1926	bird
cat	cat	0.5853	cat	0.3972	plane	0.0066	dog
horse	deer	0.4916	deer	0.2329	plane	0.1345	cat
deer	deer	0.9981	deer	0.0013	cat	0.0003	horse
bird	bird	0.9210	bird	0.0667	cat	0.0045	dog
car	cat	0.3140	cat	0.2396	bird	0.1662	ship
frog	frog	0.4476	frog	0.2131	cat	0.1917	bird
ship	ship	0.8073	ship	0.1082	cat	0.0390	plane
frog	deer	0.5354	deer	0.3379	cat	0.1123	dog
ship	ship	0.9493	ship	0.0491	plane	0.0008	truck
cat	cat	0.6784	cat	0.1323	bird	0.0888	deer
bird	deer	0.3046	deer	0.2377	ship	0.2358	plane
horse	cat	0.6345	cat	0.2229	frog	0.0725	dog
horse	horse	0.7388	horse	0.1378	cat	0.0712	dog
truck	truck	0.8203	truck	0.1590	ship	0.0152	deer
horse	horse	0.9854	horse	0.0136	deer	0.0010	dog
car	truck	0.3762	truck	0.2614	bird	0.1860	car
deer	deer	0.9109	deer	0.0762	cat	0.0048	bird
horse	cat	0.8633	cat	0.1077	dog	0.0132	deer
deer	cat	0.6953	cat	0.1197	dog	0.0793	deer
frog	frog	0.4777	frog	0.2152	cat	0.1050	plane
car	cat	0.5363	cat	0.3051	car	0.0800	plane
horse	cat	0.3883	cat	0.2685	deer	0.2152	dog
cat	cat	0.7459	cat	0.0937	deer	0.0611	plane
plane	plane	0.6302	plane	0.3363	deer	0.0257	ship
plane	ship	0.9147	ship	0.0820	plane	0.0014	car
frog	deer	0.4518	deer	0.3272	frog	0.1975	bird
frog	deer	0.4606	deer	0.3753	bird	0.1131	frog
ship	ship	0.9955	ship	0.0021	frog	0.0010	deer
frog	frog	0.9923	frog	0.0040	cat	0.0013	bird
frog	frog	1.0000	frog	0.0000	truck	0.0000	bird
plane	plane	0.7502	plane	0.1986	bird	0.0227	ship
cat	cat	0.9889	cat	0.0085	deer	0.0011	dog
deer	deer	0.9990	deer	0.0008	horse	0.0002	dog
horse	bird	0.7967	bird	0.1393	deer	0.0322	frog
deer	deer	0.9953	deer	0.0022	horse	0.0010	dog
truck	deer	0.7725	deer	0.1165	cat	0.0657	ship
deer	deer	0.9761	deer	0.0067	bird	0.0067	cat
truck	truck	0.7895	truck	0.1341	car	0.0433	cat
truck	deer	0.9039	deer	0.0649	cat	0.0126	ship
cat	cat	0.5483	cat	0.2505	deer	0.1525	dog
deer	deer	0.8966	deer	0.0347	cat	0.0237	ship
car	cat	0.5020	cat	0.1955	deer	0.1124	bird
deer	deer	0.9936	deer	0.0027	bird	0.0017	cat
plane	ship	0.6568	ship	0.3101	plane	0.0135	deer
cat	cat	0.5237	cat	0.2156	bird	0.1274	deer
horse	horse	0.8918	horse	0.1082	deer	0.0000	dog
car	ship	0.2935	ship	0.1875	deer	0.1678	cat
bird	ship	0.3695	ship	0.1993	deer	0.1972	bird
bird	bird	0.8549	bird	0.1098	deer	0.0257	frog
ship	ship	0.8871	ship	0.0542	cat	0.0450	bird
deer	deer	0.9848	deer	0.0124	cat	0.0017	dog
horse	cat	0.4225	cat	0.3776	dog	0.0839	horse
ship	ship	0.4901	ship	0.4807	deer	0.0132	plane
dog	dog	0.5511	dog	0.2834	cat	0.0657	frog
dog	dog	0.6116	dog	0.1672	cat	0.1152	frog
frog	frog	0.7550	frog	0.0919	deer	0.0566	cat
dog	cat	0.4856	cat	0.2167	deer	0.0777	bird
frog	frog	0.8736	frog	0.0846	cat	0.0147	dog
plane	plane	0.8167	plane	0.0704	ship	0.0403	bird
frog	frog	0.9619	frog	0.0336	bird	0.0040	cat
deer	deer	0.8887	deer	0.0329	cat	0.0245	bird
truck	frog	0.5254	frog	0.1926	truck	0.1550	ship
cat	deer	0.3125	deer	0.3023	cat	0.1895	ship
bird	bird	0.8563	bird	0.0730	ship	0.0392	cat
horse	deer	0.9888	deer	0.0041	horse	0.0028	bird
cat	cat	0.9937	cat	0.0054	dog	0.0003	bird
ship	ship	0.9969	ship	0.0013	frog	0.0007	plane
cat	deer	0.4378	deer	0.1931	cat	0.1750	bird
truck	truck	0.9859	truck	0.0099	ship	0.0028	cat
deer	cat	0.3673	cat	0.3653	frog	0.1864	deer
car	car	0.8363	car	0.0618	ship	0.0497	deer
frog	frog	0.9998	frog	0.0001	cat	0.0000	dog
truck	ship	0.3708	ship	0.2410	deer	0.1494	cat
truck	deer	0.9218	deer	0.0571	ship	0.0153	cat
deer	deer	1.0000	deer	0.0000	horse	0.0000	cat
cat	cat	0.9579	cat	0.0216	dog	0.0136	bird
truck	ship	0.4454	ship	0.2052	cat	0.1172	deer
ship	plane	0.4503	plane	0.4012	bird	0.1080	ship
car	plane	0.4158	plane	0.1724	deer	0.1472	frog
frog	frog	0.6010	frog	0.2400	deer	0.0654	bird
truck	ship	0.3551	ship	0.2720	deer	0.1573	cat
dog	dog	0.5482	dog	0.2953	bird	0.1512	cat
truck	cat	0.7945	cat	0.0992	deer	0.0552	dog
plane	plane	0.9900	plane	0.0077	bird	0.0008	ship
truck	deer	0.8216	deer	0.1000	ship	0.0356	truck
horse	horse	0.9690	horse	0.0194	dog	0.0072	deer
bird	cat	0.3761	cat	0.1777	plane	0.1587	deer
bird	deer	0.3917	deer	0.2846	cat	0.2385	bird
deer	deer	0.8945	deer	0.0498	cat	0.0201	ship
bird	deer	0.8890	deer	0.0586	bird	0.0433	frog
frog	cat	0.4886	cat	0.3248	bird	0.1294	frog
deer	deer	0.9913	deer	0.0075	cat	0.0004	frog
ship	cat	0.4585	cat	0.2716	ship	0.0994	plane
car	car	0.9851	car	0.0121	plane	0.0011	cat
truck	ship	0.5409	ship	0.2535	cat	0.1177	deer
dog	dog	0.5724	dog	0.4213	cat	0.0025	bird
frog	frog	0.9831	frog	0.0095	cat	0.0035	bird
dog	deer	0.8941	deer	0.0502	horse	0.0339	cat
car	deer	0.7434	deer	0.1095	ship	0.0830	bird
ship	ship	0.3439	ship	0.3150	deer	0.2260	plane
frog	frog	0.8784	frog	0.0845	bird	0.0152	cat
frog	frog	0.3906	frog	0.2593	cat	0.2462	plane
horse	horse	0.3500	horse	0.2976	cat	0.2699	dog
frog	cat	0.6199	cat	0.2672	deer	0.0410	frog
dog	dog	0.7546	dog	0.1096	horse	0.0659	cat
plane	deer	0.6627	deer	0.1736	plane	0.0750	bird
bird	bird	0.4505	bird	0.2809	deer	0.2427	cat
horse	deer	0.4605	deer	0.2476	cat	0.2303	bird
frog	deer	0.5572	deer	0.2806	cat	0.0627	plane
car	truck	0.3195	truck	0.2820	cat	0.2212	ship
bird	bird	0.8526	bird	0.1316	dog	0.0098	cat
cat	ship	0.6000	ship	0.2579	plane	0.0526	deer
car	frog	0.5342	frog	0.2368	cat	0.0853	ship
frog	deer	0.4693	deer	0.2491	cat	0.1230	bird
deer	deer	0.9990	deer	0.0007	horse	0.0002	bird
truck	deer	0.4741	deer	0.2517	cat	0.1186	ship
plane	plane	0.6242	plane	0.3383	bird	0.0114	cat
cat	bird	0.5689	bird	0.2380	frog	0.0831	ship
truck	cat	0.5316	cat	0.2192	deer	0.0623	plane
car	cat	0.9821	cat	0.0107	dog	0.0037	plane
plane	plane	0.9678	plane	0.0215	ship	0.0048	frog
dog	dog	0.3768	dog	0.3518	cat	0.2184	bird
cat	bird	0.5236	bird	0.3205	cat	0.1373	deer
car	deer	0.4117	deer	0.2056	ship	0.2008	frog
frog	frog	0.9357	frog	0.0507	plane	0.0113	cat
truck	dog	0.6248	dog	0.2410	cat	0.1047	horse
ship	ship	0.6803	ship	0.2689	deer	0.0173	bird
truck	frog	0.8552	frog	0.0887	cat	0.0268	dog
plane	plane	0.9847	plane	0.0092	ship	0.0051	bird
frog	frog	0.8812	frog	0.0483	cat	0.0415	deer
car	cat	0.4323	cat	0.4127	frog	0.0581	car
frog	frog	0.9658	frog	0.0317	cat	0.0016	bird
bird	cat	0.7612	cat	0.1732	bird	0.0187	dog
cat	deer	0.8200	deer	0.1519	cat	0.0126	frog
dog	dog	0.9870	dog	0.0112	cat	0.0012	frog
frog	deer	0.7379	deer	0.2202	cat	0.0201	frog
truck	car	0.4582	car	0.4140	truck	0.0762	plane
plane	cat	0.5049	cat	0.4076	deer	0.0348	frog
horse	bird	0.4702	bird	0.3299	horse	0.0668	frog
bird	bird	0.9400	bird	0.0288	cat	0.0106	deer
deer	deer	0.8603	deer	0.0706	bird	0.0520	cat
plane	ship	0.8887	ship	0.0491	deer	0.0459	plane
cat	ship	0.5584	ship	0.4257	cat	0.0092	deer
frog	frog	0.4071	frog	0.2883	deer	0.1865	ship
ship	ship	0.9951	ship	0.0019	deer	0.0014	frog
frog	cat	0.6538	cat	0.2592	deer	0.0470	bird
truck	ship	0.8146	ship	0.0565	deer	0.0525	truck
car	cat	0.5405	cat	0.3190	deer	0.0499	bird
truck	ship	0.4870	ship	0.3019	deer	0.1362	cat
plane	bird	0.5488	bird	0.4134	deer	0.0153	ship
frog	frog	0.9155	frog	0.0556	bird	0.0175	plane
deer	bird	0.7549	bird	0.1556	deer	0.0425	plane
dog	deer	0.8842	deer	0.0859	cat	0.0168	bird
truck	ship	0.3356	ship	0.2437	cat	0.1996	deer
dog	dog	0.5408	dog	0.4438	cat	0.0070	deer
deer	ship	0.4082	ship	0.2554	deer	0.1670	cat
car	ship	0.7176	ship	0.1044	plane	0.1036	car
truck	truck	0.4609	truck	0.3100	deer	0.0930	dog
bird	bird	0.5670	bird	0.2730	deer	0.1123	cat
plane	plane	0.9943	plane	0.0028	bird	0.0016	frog
horse	horse	0.8796	horse	0.0961	ship	0.0169	deer
cat	cat	0.9905	cat	0.0064	bird	0.0016	dog
dog	cat	0.6272	cat	0.1983	deer	0.1253	dog
car	deer	0.9768	deer	0.0065	ship	0.0052	frog
ship	ship	0.8540	ship	0.0917	deer	0.0275	plane
cat	cat	0.4805	cat	0.4114	frog	0.0459	deer
plane	plane	0.9995	plane	0.0003	ship	0.0001	bird
dog	dog	0.7241	dog	0.2663	cat	0.0053	bird
bird	plane	0.8308	plane	0.0988	ship	0.0381	bird
ship	ship	0.8470	ship	0.0729	deer	0.0620	frog
ship	cat	0.2736	cat	0.2311	ship	0.2153	plane
cat	deer	0.9037	deer	0.0574	plane	0.0258	cat
truck	ship	0.5327	ship	0.3212	cat	0.0674	deer
frog	frog	0.6205	frog	0.1833	cat	0.1556	deer
plane	plane	0.9987	plane	0.0009	bird	0.0003	deer
cat	cat	0.9905	cat	0.0071	dog	0.0014	deer
dog	dog	0.4790	dog	0.1894	cat	0.1658	frog
cat	dog	0.5808	dog	0.2920	horse	0.0629	bird
deer	deer	0.4298	deer	0.2689	cat	0.1577	ship
car	cat	0.4605	cat	0.2322	frog	0.1923	deer
dog	cat	0.8366	cat	0.0732	deer	0.0639	ship
plane	frog	0.4447	frog	0.2685	deer	0.1713	plane
horse	bird	0.3667	bird	0.3546	deer	0.1201	horse
cat	frog	0.4777	frog	0.3209	cat	0.0950	dog
truck	cat	0.5874	cat	0.2909	dog	0.0938	deer
deer	deer	0.9046	deer	0.0821	cat	0.0049	bird
dog	dog	0.3681	dog	0.2569	bird	0.2359	cat
cat	cat	0.6542	cat	0.1689	dog	0.1318	frog
car	plane	0.5558	plane	0.2543	bird	0.1092	cat
deer	cat	0.7928	cat	0.0800	deer	0.0602	dog
bird	cat	0.6848	cat	0.1823	bird	0.0622	plane
deer	deer	0.5425	deer	0.2060	cat	0.1322	plane
truck	truck	0.9773	truck	0.0123	ship	0.0072	car
truck	truck	0.6408	truck	0.3471	ship	0.0070	car
horse	horse	0.9982	horse	0.0011	deer	0.0007	dog
car	ship	0.8722	ship	0.0492	plane	0.0314	car
horse	horse	0.5142	horse	0.4803	deer	0.0031	dog
plane	plane	0.5369	plane	0.1981	frog	0.1695	deer
car	car	0.8877	car	0.0898	plane	0.0109	deer
bird	bird	0.9981	bird	0.0010	plane	0.0003	cat
car	cat	0.9254	cat	0.0303	bird	0.0179	frog
dog	dog	0.8803	dog	0.1123	cat	0.0055	bird
cat	cat	0.9936	cat	0.0039	deer	0.0012	dog
ship	frog	0.4736	frog	0.2544	cat	0.2297	ship
deer	deer	0.8843	deer	0.0953	cat	0.0130	frog
car	car	0.9802	car	0.0139	ship	0.0026	plane
dog	cat	0.6216	cat	0.3452	deer	0.0187	dog
car	car	0.6003	car	0.1360	ship	0.0656	plane
truck	ship	0.5162	ship	0.2232	deer	0.2179	cat
truck	ship	0.9892	ship	0.0075	deer	0.0014	bird
horse	horse	0.9452	horse	0.0289	ship	0.0137	car
plane	plane	0.9466	plane	0.0291	cat	0.0176	bird
car	car	0.4749	car	0.3509	plane	0.0916	cat
horse	horse	0.9988	horse	0.0008	deer	0.0002	dog
frog	frog	0.9896	frog	0.0055	cat	0.0016	bird
bird	plane	0.8445	plane	0.0480	ship	0.0435	frog
frog	frog	0.8987	frog	0.0425	deer	0.0338	plane
dog	dog	0.4826	dog	0.3623	bird	0.0676	horse
plane	ship	0.5286	ship	0.3139	deer	0.0982	plane
cat	bird	0.6255	bird	0.3270	plane	0.0248	frog
car	car	0.6846	car	0.2962	frog	0.0129	ship
cat	cat	0.8459	cat	0.0820	dog	0.0244	frog
ship	ship	0.7521	ship	0.2228	truck	0.0091	deer
truck	truck	0.6366	truck	0.2364	cat	0.1072	deer
truck	deer	0.5542	deer	0.3366	ship	0.0412	cat
plane	cat	0.6004	cat	0.2415	plane	0.0508	ship
ship	ship	0.6608	ship	0.1237	deer	0.0979	cat
ship	ship	0.8772	ship	0.0641	cat	0.0334	deer
horse	horse	0.8988	horse	0.0698	dog	0.0289	cat
truck	truck	0.9562	truck	0.0137	deer	0.0129	ship
bird	bird	0.9854	bird	0.0143	frog	0.0002	plane
truck	deer	0.5279	deer	0.4096	ship	0.0524	cat
car	plane	0.8020	plane	0.0533	ship	0.0408	cat
cat	cat	0.9423	cat	0.0196	dog	0.0179	frog
frog	frog	0.9998	frog	0.0001	cat	0.0000	ship
horse	deer	0.7152	deer	0.1031	horse	0.0620	cat
frog	deer	0.6039	deer	0.1749	cat	0.1103	bird
plane	ship	0.9826	ship	0.0119	deer	0.0025	frog
ship	ship	0.5958	ship	0.3358	deer	0.0301	cat
frog	frog	0.9378	frog	0.0215	dog	0.0148	bird
