Actual,Predicted,Top1_Prob,Top1_Class,Top2_Prob,Top2_Class,Top3_Prob,Top3_Class,Num_Layers_Used,Top_Prob_Layer1,Top_Prob_Layer2,Top_Prob_Layer3
cat,cat,99.24947,cat,0.25148603,dog,0.2445939,deer,1,99.24947023391724,,
dog,cat,93.71102,cat,5.364923,dog,0.8720844,frog,1,93.71102452278137,,
bird,cat,65.95587,cat,33.595238,dog,0.13316101,horse,1,65.95587134361267,,
cat,cat,98.267845,cat,1.2879117,dog,0.34809726,frog,1,98.2678472995758,,
truck,deer,53.006012,deer,33.92548,cat,10.333373,horse,1,53.00601124763489,,
dog,cat,83.0922,cat,16.46753,dog,0.20908439,bird,1,83.092200756073,,
frog,cat,99.165985,cat,0.6342671,dog,0.08808357,horse,1,99.16598200798035,,
deer,bird,43.701374,bird,30.642069,deer,12.378456,cat,1,43.701374530792236,,
plane,plane,99.64887,plane,0.3379166,ship,0.005358526,deer,1,99.64886903762817,,
plane,plane,96.46779,plane,2.7959657,cat,0.3700916,ship,1,96.46778702735901,,
plane,cat,85.75634,cat,5.62887,deer,4.5100226,dog,1,85.75633764266968,,
ship,ship,46.898296,ship,41.20061,cat,9.657779,dog,1,46.89829647541046,,
plane,ship,47.845383,ship,41.587505,plane,7.0204096,cat,1,47.84538149833679,,
cat,dog,53.59568,dog,46.23875,cat,0.12046113,horse,1,53.59567999839783,,
bird,cat,89.35325,cat,5.0875797,bird,1.8190671,frog,1,89.35324549674988,,
deer,cat,97.5496,cat,1.165231,deer,0.766821,bird,1,97.5495994091034,,
dog,cat,96.93073,cat,3.014811,dog,0.024262706,bird,1,96.93073630332947,,
cat,cat,99.46209,cat,0.51265603,dog,0.011344279,plane,1,99.46209192276001,,
horse,horse,59.86912,horse,14.650178,cat,14.359294,deer,1,59.86912250518799,,
truck,truck,95.0094,truck,3.3063126,ship,1.5783284,plane,1,95.00939846038818,,
frog,cat,94.26682,cat,2.735547,frog,1.3963369,bird,1,94.26681995391846,,
truck,ship,48.25195,ship,32.59337,cat,13.705927,truck,1,48.25194776058197,,
cat,cat,50.11431,cat,35.64228,ship,8.146251,bird,1,50.114309787750244,,
car,cat,67.05339,cat,17.856892,ship,9.691831,bird,1,67.05338954925537,,
bird,cat,92.125916,cat,2.5648344,dog,2.0340555,bird,1,92.12591648101807,,
frog,deer,88.64085,deer,4.683288,cat,3.08488,dog,1,88.64084482192993,,
horse,horse,99.82291,horse,0.0983014,dog,0.05780285,deer,1,99.82290863990784,,
deer,deer,99.98292,deer,0.015495301,bird,0.0006725424,cat,1,99.98291730880737,,
dog,cat,95.00599,cat,2.1656704,deer,1.743764,dog,1,95.00598907470703,,
car,car,91.50134,car,3.8647077,cat,2.7068543,plane,1,91.50134325027466,,
cat,cat,90.394875,cat,8.013905,dog,0.75872093,ship,1,90.3948724269867,,
horse,horse,47.955902,horse,31.015768,dog,19.745539,cat,1,47.95590341091156,,
frog,cat,98.35227,cat,1.4129997,frog,0.18651943,dog,1,98.35227131843567,,
truck,truck,29.860077,truck,24.77544,ship,23.440466,deer,1,29.860076308250427,,
dog,cat,92.774925,cat,3.5091465,dog,1.1937068,deer,1,92.77492761611938,,
ship,ship,66.64529,ship,13.230252,cat,12.243119,bird,1,66.64528846740723,,
dog,bird,96.11637,bird,1.7165244,horse,1.2564518,dog,1,96.11636996269226,,
ship,ship,89.166084,ship,3.6046228,bird,3.5648732,plane,1,89.16608691215515,,
dog,cat,81.910576,cat,15.539063,dog,1.3584522,bird,1,81.91057443618774,,
ship,ship,95.05059,ship,2.4150393,cat,1.3166183,deer,1,95.05059123039246,,
dog,dog,99.810104,dog,0.17503981,cat,0.0058643273,horse,1,99.81010556221008,,
frog,frog,66.11151,frog,33.4236,cat,0.27491495,bird,1,66.11151099205017,,
dog,cat,84.77807,cat,13.365468,dog,1.5270623,horse,1,84.7780704498291,,
plane,plane,74.84865,plane,21.869886,bird,1.8690586,cat,1,74.84865188598633,,
ship,ship,99.85301,ship,0.03763543,horse,0.0341614,truck,1,99.85301494598389,,
cat,cat,64.73057,cat,30.761385,frog,2.1376154,deer,1,64.73056674003601,,
ship,ship,81.07511,ship,10.183742,frog,4.18844,cat,1,81.07510805130005,,
car,cat,99.7183,cat,0.14542386,dog,0.07177033,car,1,99.71829652786255,,
ship,ship,99.36215,ship,0.27994645,bird,0.17375301,cat,1,99.36215281486511,,
car,car,99.83282,car,0.11710767,cat,0.013414626,frog,1,99.8328149318695,,
dog,dog,94.05464,dog,2.7620797,deer,1.8430898,cat,1,94.0546452999115,,
plane,cat,61.47245,cat,33.302757,deer,2.3422663,frog,1,61.47245168685913,,
truck,cat,78.02431,cat,12.161254,ship,8.448987,truck,1,78.02430391311646,,
ship,ship,94.31938,ship,1.7139747,deer,1.6691815,cat,1,94.3193793296814,,
frog,cat,50.52243,cat,45.252247,frog,3.083121,deer,1,50.52242875099182,,
cat,cat,82.86693,cat,15.573584,dog,1.0031265,deer,1,82.86693096160889,,
frog,cat,86.74858,cat,10.79653,frog,1.7772081,dog,1,86.74858212471008,,
cat,cat,99.19122,cat,0.42902538,dog,0.34912613,frog,1,99.19122457504272,,
deer,deer,99.69849,deer,0.29243395,bird,0.006200328,cat,1,99.69848990440369,,
deer,deer,84.69514,deer,11.525405,cat,3.2397845,dog,1,84.69513654708862,,
horse,deer,99.486664,deer,0.3908961,cat,0.092250146,dog,1,99.48666095733643,,
deer,deer,99.9912,deer,0.008224534,cat,0.00030770124,horse,1,99.99120235443115,,
horse,deer,44.06811,deer,33.094357,horse,22.759663,dog,1,44.06810998916626,,
deer,cat,99.12427,cat,0.33891764,bird,0.31946325,deer,1,99.12426471710205,,
cat,cat,99.96775,cat,0.028735643,bird,0.0025923317,dog,1,99.96775388717651,,
bird,cat,92.58916,cat,5.5084386,dog,0.7985822,bird,1,92.58915781974792,,
deer,deer,99.98184,deer,0.00718312,cat,0.0051672007,ship,1,99.98183846473694,,
dog,deer,98.85108,deer,0.58359444,cat,0.5303595,dog,1,98.85108470916748,,
dog,dog,94.037094,dog,4.333919,cat,1.555867,deer,1,94.03709173202515,,
horse,deer,77.56546,deer,10.6038885,ship,9.711172,horse,1,77.56546139717102,,
dog,dog,78.730225,dog,15.014969,cat,2.8798847,deer,1,78.73022556304932,,
deer,cat,34.21204,cat,33.850548,deer,19.235197,ship,1,34.21204090118408,,
dog,dog,26.95419,dog,25.155195,bird,23.561031,cat,1,26.95418894290924,,
ship,ship,85.72861,ship,5.1512127,frog,4.1702533,bird,1,85.72860956192017,,
plane,plane,63.662678,plane,29.084534,cat,4.928985,frog,1,63.66267800331116,,
dog,dog,99.66762,dog,0.23586585,cat,0.084915236,deer,1,99.66762065887451,,
deer,cat,97.228,cat,2.0486102,deer,0.27309397,bird,1,97.2279965877533,,
plane,plane,92.55189,plane,4.124014,bird,1.1802104,ship,1,92.55188703536987,,
dog,dog,99.87447,dog,0.06494324,deer,0.039455127,cat,1,99.87447261810303,,
deer,deer,92.94665,deer,6.0769005,horse,0.5763114,dog,1,92.94664859771729,,
cat,cat,87.659096,cat,11.850529,dog,0.2342177,horse,1,87.65909671783447,,
cat,cat,99.438805,cat,0.39212975,dog,0.1330852,frog,1,99.43880438804626,,
bird,bird,67.77767,bird,20.735952,cat,7.141059,dog,1,67.77766942977905,,
deer,deer,98.67475,deer,0.7636818,cat,0.25221747,horse,1,98.67475032806396,,
bird,deer,81.18323,deer,18.104998,bird,0.6152848,cat,1,81.18322491645813,,
truck,frog,89.31807,frog,7.193616,cat,2.4468565,ship,1,89.31806683540344,,
deer,deer,99.92884,deer,0.057595678,cat,0.00496328,frog,1,99.92883801460266,,
ship,ship,96.94426,ship,0.84858805,deer,0.8320004,plane,1,96.944260597229,,
ship,ship,99.994835,ship,0.0028021587,cat,0.0007459047,frog,1,99.99483823776245,,
frog,frog,71.6024,frog,19.941463,deer,6.1663375,cat,1,71.60240411758423,,
bird,cat,26.24675,cat,16.64923,ship,16.621872,frog,1,26.246750354766846,,
frog,deer,66.42632,deer,22.5922,frog,10.111061,cat,1,66.42632484436035,,
car,car,85.77101,car,10.876426,ship,1.3989332,frog,1,85.77101230621338,,
horse,horse,42.252712,horse,39.17119,dog,10.519509,cat,1,42.252710461616516,,
plane,plane,93.98535,plane,3.4746587,ship,1.2263215,bird,1,93.98534893989563,,
deer,deer,80.58209,deer,18.919527,cat,0.3192603,dog,1,80.58209419250488,,
cat,cat,87.4529,cat,9.619922,frog,1.9714962,dog,1,87.45290040969849,,
ship,ship,91.55101,ship,7.0941105,cat,0.7214752,frog,1,91.55101180076599,,
dog,dog,80.177086,dog,18.722467,cat,0.6013602,bird,1,80.17708659172058,,
truck,ship,91.06809,ship,3.7146828,cat,2.0266516,truck,1,91.06809496879578,,
horse,horse,78.14488,horse,13.977207,cat,7.6322823,dog,1,78.14488410949707,,
frog,deer,70.82461,deer,21.463943,cat,6.2736316,frog,1,70.82460522651672,,
horse,deer,84.115395,deer,12.586789,cat,3.1698334,dog,1,84.11539793014526,,
car,cat,38.489864,cat,24.260368,deer,12.882553,dog,1,38.48986327648163,,
plane,plane,45.442276,plane,39.075043,deer,9.580792,cat,1,45.44227719306946,,
bird,cat,94.989334,cat,3.1522593,dog,0.70269686,frog,1,94.98933553695679,,
cat,cat,99.68983,cat,0.26025903,frog,0.04118149,bird,1,99.68982934951782,,
dog,cat,95.94451,cat,3.788046,dog,0.14264306,horse,1,95.94451189041138,,
frog,cat,49.91333,cat,44.316807,frog,3.997061,plane,1,49.913328886032104,,
horse,deer,99.93254,deer,0.027330343,dog,0.016932419,cat,1,99.93253946304321,,
car,car,99.77541,car,0.11940721,plane,0.066452645,cat,1,99.7754156589508,,
frog,cat,70.32214,cat,29.158518,frog,0.3829833,dog,1,70.32214403152466,,
bird,bird,90.65383,bird,2.9913738,ship,2.3052094,plane,1,90.65383076667786,,
ship,ship,72.41458,ship,19.584406,frog,3.38722,cat,1,72.41458296775818,,
cat,cat,99.972206,cat,0.01973627,dog,0.005965043,bird,1,99.97220635414124,,
horse,deer,99.995804,deer,0.0036948975,horse,0.00041371712,dog,1,99.99580383300781,,
bird,cat,53.22731,cat,36.866997,deer,7.4294553,dog,1,53.22731137275696,,
dog,dog,97.470215,dog,2.4956596,cat,0.018041106,deer,1,97.47021198272705,,
horse,deer,93.34125,deer,6.068296,horse,0.53698117,dog,1,93.3412492275238,,
dog,dog,63.825237,dog,33.226055,cat,2.7200024,frog,1,63.82523775100708,,
horse,deer,88.151375,deer,11.663979,horse,0.15539466,dog,1,88.15137147903442,,
horse,horse,94.8349,horse,3.5888846,dog,0.97452104,deer,1,94.83489990234375,,
car,cat,72.50409,cat,23.802128,car,1.5104698,frog,1,72.50409126281738,,
horse,cat,93.656784,cat,4.35548,dog,1.9509941,horse,1,93.65678429603577,,
deer,deer,99.9034,deer,0.0884767,cat,0.002977643,bird,1,99.90339279174805,,
cat,cat,96.759705,cat,1.600302,dog,1.2961123,deer,1,96.75970673561096,,
cat,cat,68.57283,cat,31.413021,dog,0.005719822,deer,1,68.57283115386963,,
deer,deer,99.55712,deer,0.40465513,bird,0.017746415,cat,1,99.55711960792542,,
plane,bird,43.809986,bird,25.785727,cat,17.994427,plane,1,43.80998611450195,,
deer,deer,99.988,deer,0.008217011,cat,0.0018279701,dog,1,99.98799562454224,,
bird,cat,95.77269,cat,1.6225275,frog,1.5725467,bird,1,95.77268958091736,,
horse,horse,82.28151,horse,9.35817,cat,7.454422,dog,1,82.28150606155396,,
plane,cat,58.04934,cat,15.059497,deer,13.099427,ship,1,58.049339056015015,,
bird,cat,93.23464,cat,3.2986016,bird,3.0982134,dog,1,93.23464035987854,,
bird,deer,42.184906,deer,31.163942,cat,17.343449,dog,1,42.18490421772003,,
frog,frog,99.12906,frog,0.5832505,cat,0.105284646,bird,1,99.12905693054199,,
frog,frog,97.78354,frog,1.3506597,bird,0.81429684,cat,1,97.78353571891785,,
bird,bird,99.9083,bird,0.035110015,cat,0.023144461,ship,1,99.90830421447754,,
dog,dog,99.995895,dog,0.0030019458,cat,0.0003915938,bird,1,99.99589920043945,,
bird,bird,35.81781,bird,33.018272,plane,19.484415,ship,1,35.81781089305878,,
frog,frog,93.912056,frog,5.8976903,cat,0.13449785,dog,1,93.91205310821533,,
plane,plane,96.9898,plane,2.247098,bird,0.4724183,cat,1,96.9897985458374,,
frog,frog,98.35105,frog,1.1033698,cat,0.2274724,dog,1,98.35104942321777,,
car,bird,67.75268,bird,14.844099,frog,5.416841,car,1,67.75267720222473,,
bird,dog,99.168686,dog,0.6178862,cat,0.14064312,bird,1,99.16868805885315,,
truck,ship,59.319817,ship,20.866182,deer,15.942529,bird,1,59.31981801986694,,
plane,cat,72.83012,cat,22.361296,dog,1.6298785,deer,1,72.83011674880981,,
plane,plane,89.0288,plane,7.372117,deer,1.5134599,bird,1,89.028799533844,,
car,cat,81.92904,cat,16.721159,ship,0.55659217,dog,1,81.92903995513916,,
dog,dog,57.93044,dog,41.107716,cat,0.38298407,bird,1,57.930439710617065,,
dog,dog,89.633736,dog,9.525359,cat,0.35392994,deer,1,89.63373303413391,,
car,cat,97.98284,cat,0.6059824,car,0.5698569,frog,1,97.9828417301178,,
frog,frog,95.58671,frog,3.3496969,cat,0.3858212,ship,1,95.5867052078247,,
horse,deer,99.63697,deer,0.32374084,horse,0.021278823,cat,1,99.636971950531,,
ship,ship,88.45809,ship,6.1201677,cat,1.9537907,plane,1,88.4580910205841,,
dog,bird,59.882378,bird,19.406754,cat,17.31634,deer,1,59.882378578186035,,
frog,cat,99.46438,cat,0.495404,dog,0.020290382,frog,1,99.46438074111938,,
cat,cat,99.849724,cat,0.09875017,dog,0.015731037,deer,1,99.84972476959229,,
cat,cat,91.65151,cat,4.43143,dog,3.3654325,horse,1,91.65151119232178,,
frog,cat,89.99285,cat,9.607502,frog,0.2982775,dog,1,89.99285101890564,,
plane,cat,37.106342,cat,25.058342,plane,23.66392,deer,1,37.10634410381317,,
truck,cat,40.338673,cat,31.96612,deer,23.752869,ship,1,40.33867418766022,,
truck,truck,99.561646,truck,0.12275446,ship,0.08049751,car,1,99.56164360046387,,
bird,cat,59.881527,cat,36.407303,bird,1.7539,dog,1,59.88152623176575,,
bird,bird,78.18596,bird,17.945038,cat,2.8832467,frog,1,78.18595767021179,,
frog,cat,55.763573,cat,25.832558,frog,10.244956,bird,1,55.763572454452515,,
car,ship,91.598145,ship,4.1263385,plane,2.2143312,cat,1,91.59814715385437,,
deer,deer,99.39285,deer,0.43558016,bird,0.14060217,cat,1,99.39285516738892,,
frog,cat,91.212776,cat,8.642924,frog,0.13736886,dog,1,91.21277332305908,,
bird,bird,99.82986,bird,0.1634812,plane,0.0032941932,cat,1,99.82985854148865,,
dog,dog,84.29635,dog,15.269834,cat,0.19332363,horse,1,84.29635167121887,,
horse,horse,88.92753,horse,10.94746,deer,0.09691949,dog,1,88.92752528190613,,
ship,cat,80.57206,cat,9.289907,bird,3.2446563,deer,1,80.5720567703247,,
ship,ship,99.89748,ship,0.093657,frog,0.0073508266,cat,1,99.89748001098633,,
dog,cat,91.452065,cat,7.391891,dog,0.86879784,deer,1,91.45206212997437,,
frog,cat,94.51729,cat,5.2736616,frog,0.13465905,bird,1,94.5172905921936,,
deer,cat,92.412346,cat,6.38071,dog,1.0589015,deer,1,92.4123466014862,,
cat,cat,98.722145,cat,0.93653613,frog,0.22422025,plane,1,98.72214198112488,,
bird,cat,55.207073,cat,39.10136,bird,2.7031295,ship,1,55.20707368850708,,
cat,cat,87.62053,cat,12.238114,dog,0.11131199,horse,1,87.62052655220032,,
deer,deer,79.67799,deer,17.51832,cat,0.90864265,dog,1,79.67799305915833,,
deer,deer,99.988106,deer,0.003201058,dog,0.002940197,horse,1,99.98810291290283,,
deer,deer,99.993225,deer,0.003696642,bird,0.0020939498,cat,1,99.99322891235352,,
ship,ship,99.9951,ship,0.002043154,cat,0.001084094,deer,1,99.99510049819946,,
truck,cat,82.76001,cat,7.438066,plane,5.1109915,dog,1,82.76001214981079,,
bird,bird,50.215042,bird,30.655638,cat,6.6368027,deer,1,50.215041637420654,,
frog,frog,86.76241,frog,9.845075,bird,2.9646757,cat,1,86.76241636276245,,
plane,plane,59.49799,plane,33.35277,cat,2.792243,ship,1,59.49798822402954,,
truck,cat,38.586594,cat,15.398187,ship,15.03133,deer,1,38.58659267425537,,
horse,horse,99.88632,horse,0.09111117,dog,0.018941935,deer,1,99.88632202148438,,
truck,ship,47.86686,ship,45.870003,cat,2.3115919,deer,1,47.866860032081604,,
ship,ship,93.82584,ship,5.4778337,deer,0.3169934,bird,1,93.82584691047668,,
horse,cat,80.405,cat,8.405365,frog,6.825442,dog,1,80.40499687194824,,
horse,cat,46.324085,cat,26.469156,deer,24.12484,horse,1,46.32408618927002,,
cat,cat,99.80736,cat,0.1407753,frog,0.032072496,dog,1,99.80735778808594,,
ship,ship,99.93576,ship,0.054224495,cat,0.0054343506,frog,1,99.93576407432556,,
bird,bird,67.66789,bird,30.022823,cat,2.2520545,dog,1,67.66789555549622,,
truck,truck,99.96767,truck,0.023746878,car,0.0045032063,plane,1,99.96767044067383,,
cat,cat,99.76179,cat,0.09022732,frog,0.06931203,deer,1,99.76179003715515,,
dog,cat,63.769524,cat,32.500614,bird,2.362709,dog,1,63.76952528953552,,
horse,horse,71.998505,horse,12.313147,deer,8.895807,dog,1,71.99850082397461,,
dog,cat,84.934715,cat,14.923027,dog,0.048590284,frog,1,84.9347174167633,,
ship,ship,99.69946,ship,0.23541698,cat,0.026697982,frog,1,99.69946146011353,,
horse,horse,99.974236,horse,0.02213484,dog,0.0029262062,deer,1,99.9742329120636,,
cat,cat,68.478874,cat,27.263418,dog,1.9487923,horse,1,68.47887635231018,,
horse,horse,89.59173,horse,10.338743,deer,0.05624171,dog,1,89.5917296409607,,
plane,deer,67.264114,deer,19.081469,cat,10.202893,plane,1,67.26411581039429,,
horse,dog,93.11279,dog,3.553603,cat,1.9524893,horse,1,93.11279654502869,,
car,plane,50.340534,plane,40.393665,ship,4.0353637,deer,1,50.34053325653076,,
frog,frog,85.29885,frog,13.802404,cat,0.47732598,dog,1,85.29884815216064,,
bird,bird,99.30393,bird,0.39594093,plane,0.09862574,frog,1,99.30393099784851,,
deer,deer,99.21655,deer,0.4847784,dog,0.16917785,cat,1,99.21655654907227,,
plane,plane,99.71923,plane,0.21072072,cat,0.060052216,ship,1,99.71923232078552,,
plane,cat,65.40063,cat,30.863506,plane,2.6672862,dog,1,65.400630235672,,
bird,cat,50.47282,cat,23.749096,bird,20.257496,dog,1,50.472819805145264,,
truck,ship,99.42465,ship,0.41942877,cat,0.05594127,truck,1,99.42465424537659,,
ship,cat,73.9173,cat,17.298965,ship,6.0735955,frog,1,73.91729354858398,,
bird,bird,56.568985,bird,29.768429,cat,12.516503,deer,1,56.56898617744446,,
ship,ship,66.77462,ship,32.802998,deer,0.2253178,bird,1,66.77461862564087,,
horse,cat,63.59372,cat,20.404156,deer,6.7088857,horse,1,63.59372138977051,,
horse,deer,99.985146,deer,0.0071692797,cat,0.0025530187,dog,1,99.98514652252197,,
dog,dog,87.5494,dog,12.297834,cat,0.07605346,deer,1,87.54940032958984,,
dog,cat,56.654022,cat,35.175575,dog,6.858789,frog,1,56.65402412414551,,
plane,cat,56.85424,cat,18.135103,deer,9.87725,bird,1,56.85424208641052,,
car,car,79.800865,car,15.194326,cat,2.25111,truck,1,79.8008680343628,,
bird,bird,99.565216,bird,0.43372923,deer,0.0005055552,cat,1,99.56521391868591,,
truck,car,60.683853,car,26.58464,frog,6.182306,truck,1,60.683852434158325,,
frog,deer,98.32145,deer,1.3385247,cat,0.3084671,bird,1,98.32144975662231,,
car,cat,44.15888,cat,28.59712,car,19.223217,ship,1,44.15887892246246,,
plane,plane,84.132225,plane,10.317525,deer,2.5036802,cat,1,84.13222432136536,,
car,ship,53.48602,ship,23.354826,frog,10.161256,cat,1,53.48601937294006,,
plane,ship,46.75543,ship,32.356514,cat,19.487448,plane,1,46.75542712211609,,
frog,frog,99.991264,frog,0.0073274276,cat,0.00053728966,bird,1,99.99126195907593,,
dog,cat,99.522415,cat,0.3343536,dog,0.08813636,frog,1,99.52241778373718,,
plane,cat,90.24573,cat,5.6219106,dog,1.2452484,ship,1,90.24572372436523,,
dog,dog,99.08648,dog,0.9037276,cat,0.0044692787,bird,1,99.08648133277893,,
horse,horse,96.92058,horse,2.4493911,deer,0.27502498,cat,1,96.92057967185974,,
deer,cat,81.34582,cat,10.76867,frog,6.134484,deer,1,81.34582042694092,,
deer,deer,99.95211,deer,0.021592557,cat,0.011878642,frog,1,99.95211362838745,,
ship,cat,68.323364,cat,11.234612,dog,5.891119,ship,1,68.32336783409119,,
cat,cat,99.84148,cat,0.07762559,dog,0.050764985,bird,1,99.84147548675537,,
dog,cat,74.774284,cat,25.178612,dog,0.027819207,deer,1,74.77428317070007,,
cat,cat,97.93844,cat,0.79358584,deer,0.62723434,horse,1,97.93843626976013,,
horse,horse,99.88503,horse,0.1071616,dog,0.004427175,ship,1,99.88503456115723,,
bird,cat,62.16133,cat,25.159466,dog,12.402383,bird,1,62.16133236885071,,
dog,dog,81.79612,dog,12.852881,cat,5.0567884,bird,1,81.79612159729004,,
ship,cat,41.036003,cat,30.553795,bird,25.964312,ship,1,41.036003828048706,,
cat,cat,99.39714,cat,0.5306388,frog,0.026719319,deer,1,99.39714074134827,,
dog,dog,99.88626,dog,0.101790644,cat,0.0031583542,bird,1,99.8862624168396,,
horse,cat,78.38608,cat,10.415042,ship,8.70745,dog,1,78.38607430458069,,
cat,cat,98.73168,cat,0.87090063,bird,0.35655522,dog,1,98.73168468475342,,
horse,deer,88.1108,deer,8.332796,dog,2.030911,horse,1,88.11079859733582,,
plane,deer,81.31201,deer,6.0463758,frog,5.573488,cat,1,81.31201267242432,,
dog,dog,99.88165,dog,0.114196025,cat,0.0027262121,bird,1,99.88164901733398,,
deer,deer,66.57404,deer,32.728493,cat,0.3400913,dog,1,66.5740430355072,,
dog,cat,97.96656,cat,0.87411904,deer,0.8579146,bird,1,97.96655774116516,,
frog,cat,71.67636,cat,23.223274,frog,4.0899105,bird,1,71.67636156082153,,
truck,cat,67.93146,cat,14.937808,plane,6.673749,dog,1,67.93146133422852,,
cat,deer,58.015717,deer,27.29859,cat,11.65867,dog,1,58.01571607589722,,
dog,dog,96.99967,dog,1.2028674,horse,0.8049642,bird,1,96.9996690750122,,
cat,cat,84.973434,cat,9.368223,deer,4.454706,dog,1,84.9734365940094,,
ship,ship,98.4928,ship,0.9064568,cat,0.33145386,deer,1,98.49280118942261,,
bird,cat,71.07195,cat,9.109821,bird,7.6956964,dog,1,71.07195258140564,,
deer,deer,97.66998,deer,1.5302514,cat,0.37666658,horse,1,97.66998291015625,,
bird,frog,74.003716,frog,24.096746,cat,0.85342157,bird,1,74.00371432304382,,
bird,cat,98.506676,cat,1.4576395,dog,0.01911307,frog,1,98.50667715072632,,
frog,deer,55.175747,deer,25.85854,frog,18.329998,cat,1,55.175745487213135,,
horse,cat,92.64405,cat,4.387785,frog,2.3559296,bird,1,92.64405369758606,,
frog,cat,90.7182,cat,7.4070377,frog,1.1314821,bird,1,90.71820378303528,,
plane,plane,85.9192,plane,8.743246,deer,2.3705783,bird,1,85.91919541358948,,
dog,dog,99.99311,dog,0.0059682303,cat,0.0006378619,deer,1,99.99310970306396,,
dog,dog,93.172775,dog,3.7545807,cat,1.8330883,deer,1,93.17277669906616,,
ship,ship,99.99266,ship,0.0035509325,cat,0.00096658256,deer,1,99.99265670776367,,
deer,deer,96.62581,deer,2.4208722,cat,0.45693928,horse,1,96.62580490112305,,
dog,cat,86.98536,cat,5.0818086,bird,4.4198575,dog,1,86.98536157608032,,
frog,frog,69.838394,frog,13.477065,cat,8.853539,ship,1,69.83839273452759,,
car,ship,63.158478,ship,28.61523,cat,6.5845942,frog,1,63.15847635269165,,
cat,cat,98.17169,cat,1.1304574,dog,0.4685542,deer,1,98.17169308662415,,
dog,dog,98.23643,dog,0.7024907,bird,0.41518226,cat,1,98.2364296913147,,
deer,deer,99.99367,deer,0.00387947,cat,0.0016023263,frog,1,99.99366998672485,,
horse,horse,98.025024,horse,1.3822992,dog,0.5855136,cat,1,98.02502393722534,,
cat,cat,98.31697,cat,0.7661731,dog,0.6792198,deer,1,98.3169674873352,,
plane,plane,62.004642,plane,34.776276,deer,2.7190442,cat,1,62.00464367866516,,
horse,deer,63.49433,deer,24.99012,horse,6.7506485,cat,1,63.494330644607544,,
bird,cat,56.73047,cat,23.540241,deer,13.216536,frog,1,56.730467081069946,,
plane,ship,99.06383,ship,0.38581046,cat,0.24939996,plane,1,99.0638256072998,,
car,car,41.849346,car,24.244755,truck,18.791494,ship,1,41.849344968795776,,
bird,cat,98.731926,cat,0.5854282,dog,0.30764553,frog,1,98.73192310333252,,
deer,deer,97.828316,deer,0.82368106,ship,0.5960271,cat,1,97.8283166885376,,
truck,car,25.355324,car,24.013285,ship,22.904144,truck,1,25.355324149131775,,
frog,frog,62.79225,frog,31.37151,bird,5.0381055,cat,1,62.792253494262695,,
deer,cat,57.588184,cat,42.260426,deer,0.074502006,dog,1,57.588183879852295,,
dog,dog,77.88784,dog,21.990854,cat,0.08144589,deer,1,77.8878390789032,,
truck,ship,94.887856,ship,3.5706732,deer,0.39861766,bird,1,94.8878526687622,,
horse,cat,68.18816,cat,29.416037,dog,1.7729071,frog,1,68.18816661834717,,
horse,cat,73.492096,cat,23.920815,deer,1.4257205,ship,1,73.49209785461426,,
frog,cat,98.409454,cat,0.760689,frog,0.32049668,bird,1,98.40945601463318,,
horse,cat,76.72714,cat,19.627935,deer,2.7917142,dog,1,76.72713994979858,,
deer,deer,99.58346,deer,0.22517443,dog,0.119974196,cat,1,99.58345890045166,,
cat,cat,97.5704,cat,1.0816199,dog,0.7288308,deer,1,97.57039546966553,,
car,car,92.26618,car,4.720588,cat,1.9029163,frog,1,92.266184091568,,
frog,cat,88.82894,cat,9.552267,frog,0.6748906,dog,1,88.82893919944763,,
truck,truck,99.0391,truck,0.5567375,ship,0.33895442,car,1,99.03910160064697,,
deer,deer,58.879917,deer,40.764244,cat,0.1792775,bird,1,58.87991786003113,,
ship,ship,74.16727,ship,23.19445,frog,2.391763,cat,1,74.16726350784302,,
plane,cat,60.4704,cat,18.027985,plane,11.933253,bird,1,60.470402240753174,,
cat,cat,97.525375,cat,1.1123989,deer,0.9380327,dog,1,97.52537608146667,,
car,truck,89.6117,truck,5.275352,cat,4.6766577,car,1,89.61170315742493,,
frog,cat,90.71267,cat,4.708615,frog,2.1643517,dog,1,90.71267247200012,,
deer,cat,99.068504,cat,0.38145822,frog,0.19374208,deer,1,99.06850457191467,,
deer,deer,98.76585,deer,0.85693365,cat,0.23870823,bird,1,98.7658441066742,,
bird,cat,47.118214,cat,27.565224,deer,8.811036,frog,1,47.11821377277374,,
car,car,45.399223,car,36.47136,cat,10.932512,ship,1,45.39922475814819,,
deer,deer,99.96154,deer,0.012465711,cat,0.010116657,dog,1,99.96154308319092,,
frog,cat,70.313934,cat,19.598064,frog,6.682305,bird,1,70.31393647193909,,
cat,cat,95.14049,cat,2.014818,dog,1.2185736,ship,1,95.1404869556427,,
plane,cat,82.77081,cat,10.132677,dog,4.891319,plane,1,82.77081251144409,,
ship,ship,61.897266,ship,28.82515,cat,5.8120418,deer,1,61.897265911102295,,
truck,ship,98.94804,ship,0.30570418,cat,0.29777294,truck,1,98.94803762435913,,
horse,deer,59.77145,deer,26.59476,cat,7.6457963,dog,1,59.771448373794556,,
frog,cat,98.75515,cat,0.80536485,dog,0.25671405,frog,1,98.75515103340149,,
ship,ship,95.946976,ship,1.1701795,truck,1.1329595,deer,1,95.94697952270508,,
