Actual,Predicted,Top1_Prob,Top1_Class,Top2_Prob,Top2_Class,Top3_Prob,Top3_Class,Num_Layers_Used,Top_Prob_Layer1,Top_Prob_Layer2,Top_Prob_Layer3
frog,frog,99.99977,frog,0.00011693208,bird,5.2025054e-05,truck,1.0,99.74147081375122,,
horse,horse,99.67622,horse,0.21202055,deer,0.054863166,dog,2.0,72.19946384429932,92.82881021499634,
car,car,99.70182,car,0.09374684,cat,0.05482363,truck,2.0,66.47540330886841,98.89850616455078,
truck,truck,99.99601,truck,0.0030748914,ship,0.00030946353,plane,1.0,91.52588248252869,,
cat,dog,57.80164,dog,37.28982,cat,3.33861,bird,1.0,86.57234311103821,,
frog,frog,99.999146,frog,0.0008197508,cat,2.5277011e-05,dog,2.0,84.81767773628235,99.92527365684509,
horse,deer,97.11239,deer,2.3306136,horse,0.18322268,bird,1.0,99.83844757080078,,
frog,frog,99.98136,frog,0.017203465,cat,0.00081178325,ship,1.0,99.44489002227783,,
plane,plane,99.99974,plane,0.00023832283,bird,2.888202e-05,ship,1.0,99.94409680366516,,
horse,horse,72.95048,horse,25.324339,bird,0.8574703,deer,1.0,99.35922026634216,,
car,car,99.927086,car,0.035624843,cat,0.032695346,truck,2.0,49.30779039859772,99.92569088935852,
truck,truck,99.999985,truck,8.4456815e-06,car,3.9476517e-06,ship,1.0,98.56436252593994,,
dog,cat,57.45033,cat,34.76212,dog,2.9936435,frog,4.0,74.70626831054688,57.00600743293762,57.45033025741577
bird,bird,92.312775,bird,2.8254266,dog,1.9330564,cat,2.0,73.08534979820251,85.12699604034424,
frog,frog,98.09641,frog,1.5900161,cat,0.19789155,deer,2.0,71.55293226242065,90.29983282089233,
horse,horse,94.21306,horse,4.264754,plane,1.4544988,bird,2.0,70.52607536315918,97.8769063949585,
horse,horse,98.204124,horse,1.6173211,deer,0.16398758,dog,1.0,99.6099591255188,,
frog,frog,99.0407,frog,0.8827405,cat,0.032846805,plane,2.0,69.63526606559753,99.41133856773376,
dog,dog,91.66119,dog,2.3006284,deer,1.621757,truck,2.0,53.68061661720276,93.2286024093628,
truck,truck,98.93404,truck,1.0528044,car,0.00907719,dog,2.0,60.56341528892517,99.52394962310791,
car,car,99.95251,car,0.020965643,ship,0.008684562,frog,1.0,93.92191767692566,,
dog,cat,94.320854,cat,5.183735,dog,0.44998452,bird,1.0,85.36174297332764,,
frog,frog,96.57773,frog,2.7438927,cat,0.31391442,deer,2.0,80.63516020774841,99.2301344871521,
plane,plane,99.96929,plane,0.010915499,ship,0.00788229,truck,2.0,38.97052705287933,98.80236387252808,
bird,bird,98.13986,bird,1.4324508,truck,0.30980924,cat,1.0,87.95592188835144,,
plane,plane,99.227425,plane,0.53283584,bird,0.17479329,cat,2.0,46.79192900657654,96.04219794273376,
truck,car,96.9497,car,2.8302364,truck,0.07345529,ship,3.0,52.24841833114624,81.39479756355286,96.949702501297
car,car,79.61448,car,15.210906,frog,1.7151881,truck,4.0,44.43490505218506,56.88633918762207,79.61447834968567
ship,ship,99.99304,ship,0.004213589,deer,0.00094564795,truck,1.0,99.98985528945923,,
cat,cat,60.63135,cat,29.984724,frog,5.688685,truck,1.0,99.87321496009827,,
dog,dog,96.33532,dog,2.8159184,cat,0.7404156,frog,3.0,53.571295738220215,52.39560604095459,96.33532166481018
plane,plane,78.48856,plane,20.153118,cat,0.57346344,dog,4.0,53.066760301589966,71.32384181022644,78.48856449127197
plane,plane,99.95568,plane,0.028302267,bird,0.010076616,deer,2.0,79.12383675575256,99.83662962913513,
plane,plane,99.53348,plane,0.3080291,bird,0.07817286,frog,1.0,89.7321105003357,,
dog,dog,99.52714,dog,0.16354047,cat,0.14618754,horse,1.0,90.5013382434845,,
horse,horse,96.41859,horse,1.8702807,dog,1.268961,deer,2.0,47.755321860313416,87.76713609695435,
horse,horse,99.99574,horse,0.0023796777,dog,0.0009380744,deer,1.0,99.32631850242615,,
ship,ship,49.409218,ship,26.491478,cat,23.907242,bird,4.0,47.107431292533875,64.56183791160583,49.40921664237976
dog,dog,93.297356,dog,3.208575,cat,1.5672382,plane,2.0,66.32936596870422,87.40927577018738,
dog,dog,78.23683,dog,21.74001,cat,0.014542442,bird,4.0,59.59988236427307,59.5927357673645,78.23683023452759
dog,dog,95.226295,dog,4.7502527,cat,0.022504544,deer,3.0,69.98873949050903,54.469430446624756,95.22629380226135
car,car,99.9509,car,0.02233082,bird,0.015003146,cat,1.0,99.61997866630554,,
frog,frog,99.164116,frog,0.7387405,bird,0.044443626,horse,1.0,95.4785406589508,,
car,car,99.6019,car,0.20072576,ship,0.1760388,truck,1.0,99.2099404335022,,
dog,cat,53.448128,cat,46.52901,dog,0.01750477,bird,1.0,89.3163800239563,,
car,car,99.942276,car,0.036191117,cat,0.007840444,bird,1.0,98.16102981567383,,
plane,plane,99.99993,plane,5.678549e-05,cat,1.0273012e-05,deer,1.0,99.57006573677063,,
frog,frog,99.97098,frog,0.02085343,cat,0.005287811,deer,1.0,94.68163251876831,,
bird,plane,55.5777,plane,24.442501,bird,16.079653,cat,1.0,95.3687310218811,,
cat,cat,99.999985,cat,5.9554063e-06,dog,3.0419212e-06,horse,1.0,99.9854564666748,,
bird,deer,31.086502,deer,30.37833,dog,16.456236,bird,1.0,89.79492783546448,,
car,car,99.99563,car,0.003522275,truck,0.0004307175,plane,2.0,68.40362548828125,99.96887445449829,
horse,cat,88.04007,cat,8.932707,deer,1.5283122,bird,1.0,91.76998138427734,,
dog,dog,93.59204,dog,3.7331998,cat,2.2426398,horse,1.0,92.97847151756287,,
car,car,99.94677,car,0.038125176,truck,0.007067806,cat,2.0,58.74316096305847,99.90026354789734,
truck,truck,99.87751,truck,0.063529,ship,0.04252113,car,1.0,90.02491235733032,,
ship,ship,99.98398,ship,0.007312982,cat,0.0057061748,plane,2.0,84.90554690361023,99.933260679245,
cat,cat,96.05559,cat,1.7589781,horse,0.9217265,dog,1.0,90.16528725624084,,
frog,frog,37.57554,frog,37.019096,cat,13.19969,bird,4.0,83.14972519874573,54.69607710838318,37.57553696632385
truck,truck,64.01641,truck,33.731575,cat,0.9849386,car,1.0,98.96313548088074,,
horse,horse,60.834076,horse,13.845871,cat,9.408714,car,4.0,48.599499464035034,65.99146723747253,60.83407402038574
cat,cat,99.86235,cat,0.13657409,dog,0.0005559117,plane,1.0,93.97632479667664,,
plane,plane,99.92609,plane,0.061270375,cat,0.0048742965,dog,1.0,99.90059733390808,,
bird,bird,99.99282,bird,0.006018523,plane,0.00056864345,deer,1.0,98.53972792625427,,
cat,cat,94.16002,cat,2.2991805,ship,1.7764081,deer,1.0,91.8236792087555,,
truck,truck,99.99887,truck,0.0010700574,car,4.4867713e-05,ship,1.0,99.46780204772949,,
deer,deer,51.09418,deer,43.184334,cat,4.334396,horse,1.0,99.43894743919373,,
deer,dog,53.602283,dog,22.210571,cat,10.711296,deer,4.0,82.80109763145447,78.74211072921753,53.60228419303894
cat,cat,99.99894,cat,0.0008397941,dog,9.803971e-05,bird,1.0,99.98866319656372,,
truck,truck,64.13509,truck,35.660576,car,0.10720277,ship,4.0,84.66112613677979,63.30567002296448,64.13509249687195
frog,frog,99.94343,frog,0.033673357,cat,0.00790074,bird,2.0,60.15236973762512,99.93836879730225,
ship,ship,98.1236,ship,1.7023921,car,0.16112292,truck,1.0,91.04862213134766,,
frog,frog,99.9971,frog,0.0014510697,cat,0.000667579,deer,1.0,97.6000726222992,,
frog,frog,99.6651,frog,0.15797411,truck,0.0839225,car,1.0,89.70543146133423,,
ship,ship,99.859245,ship,0.11861614,plane,0.013968077,bird,2.0,65.89314937591553,95.01371383666992,
dog,cat,92.16762,cat,5.8108015,dog,1.2231996,bird,1.0,93.11820864677429,,
deer,frog,62.03786,frog,20.210619,deer,16.907246,cat,1.0,92.56638884544373,,
cat,cat,97.76983,cat,1.557414,deer,0.3819662,frog,1.0,86.09007000923157,,
frog,frog,99.825325,frog,0.09908362,cat,0.034888946,car,2.0,67.53649711608887,99.4429886341095,
horse,deer,56.289787,deer,41.342922,horse,1.0787306,dog,2.0,80.80353736877441,91.80179834365845,
horse,horse,96.975975,horse,1.7313566,dog,1.2348427,cat,2.0,71.94324731826782,91.29772782325745,
deer,deer,99.65576,deer,0.33870164,cat,0.002635186,bird,1.0,94.75106000900269,,
cat,frog,99.774315,frog,0.18626095,cat,0.024439659,bird,2.0,60.47255992889404,96.89840078353882,
truck,truck,99.69946,truck,0.121183656,horse,0.057847682,ship,2.0,38.494983315467834,97.47819304466248,
frog,frog,99.99451,frog,0.0035167846,cat,0.00088931556,ship,1.0,98.76587986946106,,
bird,bird,98.72492,bird,1.0981416,cat,0.12073567,plane,1.0,88.05959224700928,,
deer,deer,99.89475,deer,0.07351457,horse,0.018651975,plane,1.0,99.9842882156372,,
plane,plane,65.67933,plane,28.43372,ship,3.5567846,cat,4.0,72.6175308227539,39.53571021556854,65.67932963371277
car,car,99.20944,car,0.2771065,horse,0.1407426,cat,1.0,96.47060036659241,,
cat,cat,63.460194,cat,27.93186,deer,8.068346,dog,1.0,98.90429377555847,,
frog,frog,99.93431,frog,0.06213503,cat,0.00096902007,bird,1.0,96.93061709403992,,
deer,deer,94.17278,deer,5.6537356,cat,0.12818775,bird,2.0,64.50509428977966,91.31457805633545,
truck,truck,99.41515,truck,0.45490837,horse,0.06642303,ship,1.0,99.14743900299072,,
bird,bird,99.51224,bird,0.46942705,cat,0.008905344,frog,2.0,57.257747650146484,90.12644290924072,
frog,frog,99.996796,frog,0.0016289067,cat,0.0010025349,bird,1.0,96.79747819900513,,
plane,plane,99.693596,plane,0.1899914,bird,0.05321597,ship,1.0,96.31938338279724,,
cat,cat,93.689316,cat,2.9658215,horse,2.2481184,dog,2.0,68.0077612400055,94.43575143814087,
ship,ship,99.99915,ship,0.00043030328,truck,0.0002118466,car,1.0,97.232586145401,,
horse,horse,99.77696,horse,0.16475025,plane,0.027325448,dog,1.0,98.55923652648926,,
dog,dog,98.847336,dog,1.094956,cat,0.029733248,ship,1.0,93.49726438522339,,
cat,ship,85.16542,ship,11.143897,cat,2.4101613,truck,1.0,99.4351863861084,,
cat,cat,89.177376,cat,8.979819,frog,1.6408603,dog,1.0,99.03663396835327,,
ship,ship,98.87446,ship,1.0761043,plane,0.02630072,car,2.0,59.54214930534363,98.76753091812134,
cat,cat,99.61605,cat,0.32082936,dog,0.04036247,deer,2.0,78.38403582572937,98.25060367584229,
bird,bird,89.24214,bird,10.55424,plane,0.16774362,truck,1.0,90.85984826087952,,
frog,cat,98.541985,cat,0.6480229,deer,0.24143073,frog,2.0,52.7607798576355,98.79695177078247,
cat,cat,99.54029,cat,0.22645415,dog,0.18831232,frog,1.0,98.92871379852295,,
frog,frog,99.9996,frog,0.00015561348,bird,0.00014418877,cat,1.0,97.37850427627563,,
bird,dog,76.507774,dog,10.870154,cat,10.640974,bird,1.0,93.2550847530365,,
horse,deer,52.371098,deer,43.50404,horse,2.4292555,cat,2.0,84.84618067741394,87.19776272773743,
deer,deer,94.77477,deer,4.670375,cat,0.27063316,frog,2.0,80.77555894851685,92.41310954093933,
dog,dog,99.89217,dog,0.09779043,bird,0.005100494,cat,2.0,54.863905906677246,99.79581832885742,
horse,horse,99.99953,horse,0.00044883523,deer,1.1579238e-05,dog,1.0,93.16067099571228,,
truck,truck,99.96508,truck,0.033815797,car,0.0006068408,plane,1.0,96.97850942611694,,
plane,plane,94.26043,plane,5.5403996,cat,0.12528685,dog,1.0,87.66868710517883,,
plane,plane,64.53511,plane,20.624424,cat,5.6334267,bird,1.0,97.57546782493591,,
frog,frog,99.952995,frog,0.037996348,cat,0.0031603985,truck,1.0,99.38097596168518,,
horse,horse,99.95312,horse,0.045102373,deer,0.0016407698,dog,2.0,84.78713035583496,99.93116855621338,
bird,bird,82.72769,bird,13.467242,ship,2.1992352,truck,4.0,74.14919137954712,84.73808765411377,82.72769451141357
ship,plane,97.58292,plane,1.4418374,deer,0.47265935,ship,3.0,80.8802604675293,64.26003575325012,97.58291840553284
dog,cat,53.10618,cat,42.41907,bird,2.5852125,plane,1.0,99.32935237884521,,
dog,cat,98.39975,cat,1.5627755,dog,0.028465848,horse,2.0,54.81220483779907,86.11165285110474,
horse,horse,99.827126,horse,0.09411873,ship,0.023247005,truck,2.0,65.08972644805908,99.63850975036621,
dog,cat,86.53051,cat,10.081042,truck,1.7046484,bird,3.0,40.91411232948303,81.86052441596985,86.53050661087036
dog,dog,99.99903,dog,0.00090986467,cat,4.5694906e-05,horse,1.0,99.8262345790863,,
truck,truck,99.25614,truck,0.33915615,cat,0.16939558,car,1.0,89.22154903411865,,
deer,deer,99.98821,deer,0.008233399,cat,0.0020177253,bird,1.0,98.65151047706604,,
frog,frog,99.98953,frog,0.005132437,ship,0.0025790562,cat,1.0,88.52720856666565,,
deer,deer,99.88194,deer,0.11681152,cat,0.00074741535,frog,1.0,90.48353433609009,,
horse,horse,43.598312,horse,39.85349,cat,14.708783,dog,4.0,53.54270339012146,43.973106145858765,43.59831213951111
cat,deer,92.87451,deer,2.0703213,cat,1.5135032,bird,2.0,41.641345620155334,87.71812319755554,
cat,cat,91.77089,cat,3.842881,dog,3.7276187,bird,3.0,54.23543453216553,84.11471843719482,91.77088737487793
frog,frog,99.998405,frog,0.0006508753,cat,0.00043478553,bird,1.0,87.25177645683289,,
deer,deer,99.71765,deer,0.18306832,bird,0.047143076,cat,1.0,99.98966455459595,,
car,car,91.55436,car,7.953163,frog,0.30366135,truck,1.0,97.63660430908203,,
frog,frog,96.07891,frog,2.1705785,ship,0.9127652,car,2.0,65.93554615974426,94.76240873336792,
cat,cat,89.2673,cat,6.2377687,deer,2.6514564,frog,1.0,97.27329611778259,,
car,car,99.75668,car,0.109540634,cat,0.053667597,truck,2.0,68.28761696815491,99.65596795082092,
frog,frog,99.99816,frog,0.0013848345,cat,0.0002057468,bird,2.0,73.94078969955444,99.97603297233582,
horse,horse,99.99776,horse,0.0019713985,dog,0.00019815516,cat,1.0,97.62162566184998,,
plane,plane,99.786964,plane,0.17632301,ship,0.01579801,cat,3.0,25.86670219898224,78.0994176864624,99.7869610786438
dog,dog,99.99262,dog,0.0040599,cat,0.0032678603,horse,1.0,91.9687032699585,,
plane,plane,99.98265,plane,0.0058109057,truck,0.005769898,ship,2.0,29.1005939245224,99.98786449432373,
car,car,99.75526,car,0.1416947,truck,0.07716251,plane,2.0,82.25394487380981,99.3623435497284,
truck,truck,98.23212,truck,1.0917265,frog,0.29053894,car,3.0,72.50984311103821,72.04506397247314,98.23211431503296
horse,horse,99.99578,horse,0.0038490456,dog,0.00028239458,deer,2.0,71.4480459690094,99.99613761901855,
cat,cat,99.97129,cat,0.024754904,bird,0.0028465467,frog,1.0,99.24947023391724,,
dog,dog,96.20495,dog,3.7920504,cat,0.0018590832,deer,1.0,93.71102452278137,,
bird,cat,70.061615,cat,11.343229,dog,9.822646,deer,4.0,65.95587134361267,42.81739294528961,70.06161212921143
cat,cat,99.58924,cat,0.32481784,dog,0.054720275,frog,1.0,98.2678472995758,,
truck,cat,41.834095,cat,36.28907,truck,19.003973,horse,4.0,53.00601124763489,83.87096524238586,41.83409512042999
dog,dog,56.202404,dog,39.084236,bird,4.2260003,cat,2.0,83.092200756073,87.09734082221985,
frog,cat,92.07407,cat,6.723552,frog,0.6261373,deer,1.0,99.16598200798035,,
deer,bird,52.42145,bird,24.450651,dog,10.16165,deer,4.0,43.701374530792236,54.394882917404175,52.4214506149292
plane,plane,99.99937,plane,0.00052438,ship,3.0527062e-05,deer,1.0,99.64886903762817,,
plane,plane,99.99616,plane,0.002603813,ship,0.00040134636,truck,1.0,96.46778702735901,,
plane,bird,68.660645,bird,18.576351,cat,12.404897,plane,1.0,85.75633764266968,,
ship,ship,99.21937,ship,0.5707416,cat,0.06702911,car,2.0,46.89829647541046,96.95329070091248,
plane,plane,99.97498,plane,0.014040164,ship,0.009032124,bird,2.0,47.84538149833679,99.7818112373352,
cat,cat,93.217476,cat,4.3310485,dog,2.44857,horse,2.0,53.59567999839783,91.46632552146912,
bird,bird,99.9775,bird,0.014018052,plane,0.0055244835,cat,1.0,89.35324549674988,,
deer,deer,89.60466,deer,5.755013,cat,3.6880355,bird,1.0,97.5495994091034,,
dog,cat,53.854824,cat,46.1386,dog,0.0033636366,horse,1.0,96.93073630332947,,
cat,cat,99.99795,cat,0.0016330738,dog,0.00017379895,horse,1.0,99.46209192276001,,
horse,horse,99.98934,horse,0.0055905543,dog,0.0034634634,deer,2.0,59.86912250518799,99.72109198570251,
truck,truck,99.99868,truck,0.0012632923,car,3.6670877e-05,ship,1.0,95.00939846038818,,
frog,cat,84.47723,cat,5.337185,bird,5.248829,plane,1.0,94.26681995391846,,
truck,truck,99.9986,truck,0.0013052644,car,4.681951e-05,ship,2.0,48.25194776058197,99.99077320098877,
cat,cat,95.738266,cat,2.6076593,ship,1.3789728,bird,2.0,50.114309787750244,93.20588707923889,
car,car,97.16361,car,1.695838,ship,0.37079704,truck,2.0,67.05338954925537,92.04386472702026,
bird,bird,99.88096,bird,0.08165195,plane,0.034640625,cat,1.0,92.12591648101807,,
frog,truck,49.255188,truck,31.182629,car,9.262734,frog,1.0,88.64084482192993,,
horse,horse,99.997116,horse,0.002267909,bird,0.00054349,deer,1.0,99.82290863990784,,
deer,deer,99.99174,deer,0.0068831723,bird,0.0011306923,frog,1.0,99.98291730880737,,
dog,cat,83.30444,cat,11.970529,deer,2.7611554,frog,1.0,95.00598907470703,,
car,car,99.99603,car,0.0018496645,bird,0.0008271351,plane,1.0,91.50134325027466,,
cat,cat,99.92284,cat,0.06194396,dog,0.0044494546,ship,1.0,90.3948724269867,,
horse,horse,99.99415,horse,0.0030317048,dog,0.0018414366,bird,2.0,47.95590341091156,99.94217157363892,
frog,frog,82.80874,frog,16.53189,cat,0.34378713,bird,1.0,98.35227131843567,,
truck,truck,94.95965,truck,4.925676,car,0.03744116,cat,2.0,29.860076308250427,95.2080488204956,
dog,cat,83.8236,cat,6.6964083,deer,3.763536,horse,1.0,92.77492761611938,,
ship,ship,37.965927,ship,26.975103,cat,19.57404,plane,4.0,66.64528846740723,73.3415961265564,37.96592652797699
dog,bird,49.32936,bird,46.80121,dog,3.4703393,cat,1.0,96.11636996269226,,
ship,ship,99.9816,ship,0.0166179,plane,0.0010842909,bird,1.0,89.16608691215515,,
dog,dog,99.93012,dog,0.0601581,cat,0.008999067,bird,2.0,81.91057443618774,99.72978234291077,
ship,ship,99.949265,ship,0.039964374,plane,0.0045450004,truck,1.0,95.05059123039246,,
dog,dog,99.790665,dog,0.20561561,cat,0.0030638163,horse,1.0,99.81010556221008,,
frog,frog,95.731094,frog,4.2153482,cat,0.010357495,plane,2.0,66.11151099205017,90.48730134963989,
dog,dog,99.10322,dog,0.6540706,horse,0.21323,cat,3.0,84.7780704498291,82.25123882293701,99.10321831703186
plane,plane,99.99974,plane,0.0001709868,truck,5.393335e-05,bird,2.0,74.84865188598633,99.9940276145935,
ship,ship,99.96677,ship,0.016458908,horse,0.0078122676,truck,1.0,99.85301494598389,,
cat,frog,86.85623,frog,7.792036,cat,4.85052,bird,2.0,64.73056674003601,85.64291000366211,
ship,ship,88.555115,ship,6.747096,frog,2.9554615,deer,2.0,81.07510805130005,92.6641583442688,
car,car,99.80768,car,0.11862433,frog,0.054630112,cat,1.0,99.71829652786255,,
ship,ship,99.98115,ship,0.017348131,truck,0.0006586978,cat,1.0,99.36215281486511,,
car,car,99.99492,car,0.0036466746,truck,0.00054394215,cat,1.0,99.8328149318695,,
dog,dog,99.62451,dog,0.29812557,horse,0.07138941,cat,1.0,94.0546452999115,,
plane,plane,99.972305,plane,0.021987729,deer,0.0022951518,ship,2.0,61.47245168685913,98.88399243354797,
truck,truck,79.006966,truck,19.966251,car,0.8319828,cat,2.0,78.02430391311646,94.95702385902405,
ship,ship,97.21697,ship,1.5781587,car,1.0847188,truck,1.0,94.3193793296814,,
frog,frog,96.96218,frog,2.3982022,cat,0.1796399,car,2.0,50.52242875099182,87.21789121627808,
cat,cat,99.9968,cat,0.0022351062,dog,0.0009500504,horse,2.0,82.86693096160889,99.97759461402893,
frog,frog,99.70964,frog,0.24444978,cat,0.035497054,bird,1.0,86.74858212471008,,
cat,cat,93.070076,cat,6.580776,dog,0.21801051,frog,1.0,99.19122457504272,,
deer,deer,88.15382,deer,11.819487,bird,0.019984204,cat,1.0,99.69848990440369,,
deer,deer,94.610405,deer,2.946407,dog,1.2135547,cat,2.0,84.69513654708862,95.0021505355835,
horse,horse,61.997883,horse,37.353836,deer,0.5957964,dog,1.0,99.48666095733643,,
deer,deer,99.99953,deer,0.00022552759,horse,0.00013960803,cat,1.0,99.99120235443115,,
horse,deer,82.89196,deer,14.050529,horse,2.6470563,dog,2.0,44.06810998916626,88.38723301887512,
deer,cat,99.8645,cat,0.06685395,deer,0.040504023,bird,1.0,99.12426471710205,,
cat,cat,99.76921,cat,0.22315975,bird,0.0041165664,dog,1.0,99.96775388717651,,
bird,cat,60.940773,cat,26.572996,dog,11.568583,bird,1.0,92.58915781974792,,
deer,deer,99.999855,deer,6.936543e-05,horse,5.4667198e-05,cat,1.0,99.98183846473694,,
dog,deer,99.9893,deer,0.0069184373,horse,0.0017391549,frog,1.0,98.85108470916748,,
dog,dog,88.926765,dog,10.950505,cat,0.064554065,bird,1.0,94.03709173202515,,
horse,horse,98.960724,horse,0.9478365,deer,0.048186965,dog,3.0,77.56546139717102,58.65178108215332,98.96072745323181
dog,dog,99.56097,dog,0.4172495,cat,0.010349957,deer,2.0,78.73022556304932,98.18921685218811,
deer,plane,68.76059,plane,27.626097,bird,2.2761602,deer,4.0,34.21204090118408,38.128653168678284,68.76059174537659
dog,dog,61.087006,dog,21.545618,cat,14.89524,horse,4.0,26.95418894290924,58.532971143722534,61.08700633049011
ship,ship,99.64124,ship,0.11554491,frog,0.091538765,cat,1.0,85.72860956192017,,
plane,plane,98.830986,plane,1.0308412,frog,0.0736814,cat,2.0,63.66267800331116,94.17648315429688,
dog,dog,99.760445,dog,0.2360137,cat,0.0018309902,deer,1.0,99.66762065887451,,
deer,deer,80.49447,deer,19.430681,cat,0.048857525,frog,1.0,97.2279965877533,,
plane,plane,98.58244,plane,1.297823,bird,0.041122086,ship,1.0,92.55188703536987,,
dog,dog,99.99461,dog,0.0025135174,cat,0.0022925376,horse,1.0,99.87447261810303,,
deer,deer,60.28258,deer,32.007565,horse,2.700136,dog,1.0,92.94664859771729,,
cat,cat,99.910225,cat,0.03043295,dog,0.027932841,ship,1.0,87.65909671783447,,
cat,cat,99.87854,cat,0.08225344,frog,0.022978952,dog,1.0,99.43880438804626,,
bird,bird,82.73591,bird,16.616302,frog,0.57582647,cat,2.0,67.77766942977905,96.39599323272705,
deer,deer,91.95488,deer,3.604965,horse,2.6519525,cat,1.0,98.67475032806396,,
bird,bird,91.819565,bird,5.727561,cat,1.9635959,dog,2.0,81.18322491645813,99.055415391922,
truck,truck,92.8186,truck,6.5300493,car,0.3293843,ship,1.0,89.31806683540344,,
deer,deer,99.98549,deer,0.010498934,cat,0.0018587103,horse,1.0,99.92883801460266,,
ship,deer,61.3078,deer,20.197475,horse,8.828713,ship,1.0,96.944260597229,,
ship,ship,99.99993,ship,3.2541066e-05,car,1.9844718e-05,cat,1.0,99.99483823776245,,
frog,frog,99.997505,frog,0.0013433316,bird,0.0003149216,cat,2.0,71.60240411758423,99.94496703147888,
bird,plane,94.26828,plane,3.0993168,bird,1.6410353,cat,3.0,26.246750354766846,73.89116287231445,94.26828026771545
frog,deer,41.57041,deer,40.85514,frog,15.378818,cat,4.0,66.42632484436035,40.928852558135986,41.57041013240814
car,car,99.97379,car,0.015531908,ship,0.009871044,truck,1.0,85.77101230621338,,
horse,horse,99.99796,horse,0.0017325543,dog,0.00018510986,deer,2.0,42.252710461616516,99.98502731323242,
plane,plane,99.977234,plane,0.013539655,bird,0.0036814199,deer,1.0,93.98534893989563,,
deer,deer,66.17471,deer,31.941566,cat,1.3794715,bird,4.0,80.58209419250488,67.23512411117554,66.17470979690552
cat,cat,99.95963,cat,0.0128780315,deer,0.011207326,bird,1.0,87.45290040969849,,
ship,ship,99.7886,ship,0.17324029,plane,0.012937346,cat,1.0,91.55101180076599,,
dog,dog,99.98005,dog,0.00922618,cat,0.0077704447,bird,2.0,80.17708659172058,99.9637246131897,
truck,truck,96.252975,truck,1.526357,car,1.1826859,ship,1.0,91.06809496879578,,
horse,horse,99.99299,horse,0.006229772,dog,0.0006059143,cat,2.0,78.14488410949707,99.97830986976624,
frog,frog,81.504456,frog,14.177359,deer,3.5425973,cat,4.0,70.82460522651672,50.9024441242218,81.50445222854614
horse,deer,95.26881,deer,4.0082345,horse,0.3710809,dog,2.0,84.11539793014526,99.21758770942688,
car,car,63.762814,car,13.4032755,deer,5.636574,plane,4.0,38.48986327648163,61.10917329788208,63.76281380653381
plane,cat,71.65919,cat,14.537833,dog,9.343936,plane,4.0,45.44227719306946,45.7121342420578,71.65918946266174
bird,cat,63.747833,cat,28.625515,bird,6.101724,frog,1.0,94.98933553695679,,
cat,cat,99.99922,cat,0.0005460243,dog,0.00012125421,frog,1.0,99.68982934951782,,
dog,cat,99.54644,cat,0.41952044,dog,0.017513681,ship,1.0,95.94451189041138,,
frog,plane,56.471027,plane,41.200783,frog,1.7960092,cat,4.0,49.913328886032104,62.667810916900635,56.4710259437561
horse,horse,92.90241,horse,7.0701203,deer,0.02269034,dog,1.0,99.93253946304321,,
car,car,99.99192,car,0.005098269,truck,0.002127684,plane,1.0,99.7754156589508,,
frog,frog,99.22633,frog,0.7537651,truck,0.010212686,cat,2.0,70.32214403152466,99.82941746711731,
bird,bird,51.722454,bird,48.209385,plane,0.038739268,ship,1.0,90.65383076667786,,
ship,ship,99.98312,ship,0.0038712078,cat,0.0033084324,bird,2.0,72.41458296775818,99.87626075744629,
cat,cat,99.9962,cat,0.0016246168,bird,0.00093458814,dog,1.0,99.97220635414124,,
horse,deer,88.94624,deer,4.0970817,horse,3.252332,bird,1.0,99.99580383300781,,
bird,cat,59.240013,cat,15.887976,deer,13.885108,dog,4.0,53.22731137275696,80.05239963531494,59.24001336097717
dog,dog,99.999405,dog,0.00036877306,cat,0.00017160994,deer,1.0,97.47021198272705,,
horse,horse,92.98939,horse,6.991985,deer,0.01563611,dog,1.0,93.3412492275238,,
dog,dog,89.01592,dog,6.2348566,cat,3.6945765,frog,3.0,63.82523775100708,70.04595398902893,89.01592493057251
horse,horse,98.48165,horse,1.3679944,deer,0.12483063,dog,1.0,88.15137147903442,,
horse,horse,99.76629,horse,0.18424748,dog,0.012240523,cat,1.0,94.83489990234375,,
car,car,99.22941,car,0.37598222,horse,0.11222797,truck,2.0,72.50409126281738,97.13602662086487,
horse,horse,83.16124,horse,16.242771,cat,0.32373288,bird,1.0,93.65678429603577,,
deer,deer,99.99963,deer,0.00018606216,bird,0.00015248498,cat,1.0,99.90339279174805,,
cat,cat,96.522194,cat,3.0274484,dog,0.17282443,plane,1.0,96.75970673561096,,
cat,cat,99.978836,cat,0.019207094,dog,0.00087129045,deer,2.0,68.57283115386963,99.78391528129578,
deer,deer,99.99783,deer,0.00068952906,bird,0.00066781754,horse,1.0,99.55711960792542,,
plane,plane,99.84344,plane,0.06481102,bird,0.040538464,car,2.0,43.80998611450195,98.40219616889954,
deer,deer,99.99983,deer,6.406699e-05,horse,4.2431355e-05,cat,1.0,99.98799562454224,,
bird,bird,99.79297,bird,0.15879345,cat,0.030467091,frog,1.0,95.77268958091736,,
horse,deer,49.38684,deer,47.984444,horse,1.3485528,bird,2.0,82.28150606155396,89.05215859413147,
plane,plane,99.98544,plane,0.008168423,ship,0.0039415616,bird,2.0,58.049339056015015,99.83670115470886,
